gene,value
b3821,5.69069143188611
b2519,8.12360756419649
b2518,16.610442197216667
b3824,9.59061098616839
b3825,16.398949696854483
b3350,1.3960310632174577
b3458,5.511002865978957
b3829,6.3683506986218585
b2515,14.13840239418308
b3359,2.6382668199854953
b3823,0.2676565307335954
b3826,19.91333271786916
b2199,1.4442684815565143
b2198,0.9807962964818784
b2197,8.249879993481049
b2925,7.846200427267851
b3734,12.685625969377913
b3735,17.374211583486243
b3736,6.244318538438691
b3737,19.05686831142239
b3730,17.947954869666475
b3731,9.496429821001147
b3732,10.455652944608174
b3733,1.2469432942050318
b3738,2.65585404014824
b3739,15.612171022634485
b2601,17.571530007998962
b2600,19.626788575500075
b2174,1.819709395172644
b2170,4.611684526006805
b2997,3.802222266852182
b2996,17.084711233045457
b2995,15.253631762310885
b2994,6.6521360145545705
b3918,9.165686375531699
b3919,19.26589298913568
b1897,19.54153970790702
b3915,12.274773847149334
b3916,15.608170451675862
b2514,8.621984640818699
b1096,10.845374854632455
b1095,1.7914328225351683
b1094,9.740346955230292
b1093,1.6377265364654137
b1092,17.120098952096644
b1091,18.973264086959126
b1090,7.118716574100937
b1098,13.939181130729118
b2779,2.671073145372227
b1270,13.298602095506888
b1277,19.435515728615535
b1276,3.2160863740007395
b1278,9.574865159652177
b4358,13.030765779257793
b4356,14.445853019746007
b1651,13.4969156156075
b0709,13.974029085598193
b1876,14.61357383917526
b1654,6.043035708198032
b1873,11.299098915920585
b1872,16.14675048543303
b0875,0.2130109256857926
b0870,7.0234392502343805
b0871,7.9803908956096015
b4136,7.712614650761402
b4132,2.509400564506452
b4131,8.435928503625977
b4130,8.450252686670437
b4139,14.894098897901047
b4138,8.803449844234212
b1479,14.880575296245414
b1478,8.264912854585171
b1473,10.730925820909434
b1475,14.345970390264757
b1474,15.072133859914974
b1476,11.490981254872798
b0674,9.857250490057526
b0677,17.17733241244966
b0678,3.22758064469461
b0679,5.278275981689681
b4006,1.6812658766919464
b4005,13.76762929649897
b0052,10.6614649483728
b0907,0.252544986724037
b0904,4.057611451600023
b0902,5.566725484322578
b0903,16.01110702223785
b0459,6.151556664540472
b0908,14.909214959131287
s0001,19.38430583674631
b3035,8.63960914248824
b3034,18.916550134606677
b2938,11.177657863319917
b3583,9.334950478935827
b3581,12.733701198491945
b3580,15.82732616640614
b3588,17.06422852912995
b0353,17.53293650850197
b1896,8.770363945042597
b3917,13.54144744074346
b3091,11.324211959966346
b3093,13.014967312312722
b3360,3.54144569749417
b3367,18.097534420854124
b3366,4.411176307919044
b3365,1.4936931746128157
b3368,9.735313136615492
b3693,17.144736983039227
b3691,10.096976430300614
b3213,8.128363461383248
b3212,14.627086616026467
b3747,14.092083154163683
b3749,4.282443092439536
b3748,6.494064329355975
b2344,9.197492177947117
b2342,6.274914962473755
b2615,15.40263289066248
b2341,19.20690653830033
b2167,15.645570481292928
b2162,9.277812541542676
b2877,19.750148425436443
b2168,3.122487286917932
b2169,19.43050561926993
b2987,10.114785556873962
b2988,19.15491393759426
b3960,2.2522283858549352
b3962,15.316278004856551
b3967,3.7926904739434053
b3966,5.46457144063104
b1927,9.136001494829474
b2507,11.220986241717753
b2500,15.92847290994941
b2501,9.573746969349823
b2502,13.488831822414017
b2508,7.937823202060789
b0038,11.494058375310583
b2762,10.694132331916038
b2763,17.90867120722021
b2764,6.344069319118962
b2765,14.485809008743658
b1264,16.29761126397801
b1260,11.54321155946654
b1261,3.9242924907538623
b1262,7.4603828446298515
b1263,12.627143894577008
b1528,6.149023497468528
b1866,6.544331349826827
b0849,3.172818997506077
b1865,17.07513108397936
b1646,14.197141209081733
b0842,18.638259068083265
b0841,11.354995554288639
b4120,2.034434345486842
b4122,4.121259178448533
b4123,17.294264750171774
b0118,4.3735291274651455
b0115,15.151932865289954
b0114,8.536222648920141
b0116,4.745353697893648
b0110,17.998317397435464
b0112,0.24222613787824976
b1468,1.3345036426162493
b1469,2.3245278225067945
